Division;Polling Place;Informal Vote
Curtin;Special Hospital Team 5;0
Curtin;Special Hospital Team 6;0
Curtin;Special Hospital Team 7;1
Curtin;Special Hospital Team 8;1
Curtin;Subiaco;43
Curtin;Subiaco Home of Peace;9
Curtin;Subiaco North;15
Curtin;Sunset Hospital;2
Curtin;Swanbourne;32
Curtin;Wembley Central;12
Curtin;Wembley North;52
Curtin;Wembley South;5
Curtin;Wembley West;38
Curtin;West Perth;16
Curtin;West Perth Central;8
Curtin;ABSENT;126
Curtin;POSTAL;20
Curtin;PRE POLL;40
Curtin;PROVISIONAL;10
Forrest;Acton Park;1
Forrest;Albany;27
Forrest;Albany Central;43
Forrest;Albany Regional Hospital;5
Forrest;Alexandra Bridge;0
Forrest;Augusta;15
Forrest;Australind;31
Forrest;Balingup;9
Forrest;Bayonet Head;18
Forrest;Bornholm;6
Forrest;Boyanup;17
Forrest;Boyup Brook;11
Forrest;Bridgetown;58
Forrest;Brookhampton;4
Forrest;Bunbury;24
Forrest;Bunbury Central;31
Forrest;Bunbury East;52
Forrest;Bunbury Regional Hospital;4
Forrest;Bunbury St Johns Hospital;10
Forrest;Burekup;6
Forrest;Busselton;105
Forrest;Busselton West;40
Forrest;Capel;27
Forrest;Carbunup River;11
Forrest;Carey Park;78
Forrest;Carey Park South;26
Forrest;Centennial Park;23
Forrest;Chowerup;1
Forrest;Clifton Park;13
Forrest;Coral Park;29
Forrest;Cowaramup;6
Forrest;Dardanup;15
Forrest;Deanmill;2
Forrest;Denmark;34
Forrest;Dinninup;3
Forrest;Donnybrook;31
Forrest;Dunsborough;12
Forrest;Eaton;44
Forrest;Elgin;1
Forrest;Elleker;10
Forrest;Emu Point;10
Forrest;Ferguson;4
Forrest;Gelorup;21
Forrest;Greenbushes;12
Forrest;Jardee;3
Forrest;Karridale;3
Forrest;King River;13
Forrest;Kirup;5
Forrest;Kudardup;5
Forrest;Little Grove;20
Forrest;Lockyer;60
Forrest;Lowden;2
Forrest;Lower Kalgan;5
Forrest;Lower King;16
Forrest;Ludlow;3
Forrest;Manjimup;86
Forrest;Manjimup East;19
Forrest;Manypeaks;12
Forrest;Margaret River;45
Forrest;Mayanup;4
Forrest;Middlesex;2
Forrest;Middleton Beach;11
Forrest;Nannup;15
Forrest;Napier;3
Forrest;Northcliffe;10
Forrest;Parryville;3
Forrest;Pemberton;15
Forrest;Perth (Forrest);1
Forrest;Picton;15
Forrest;Prison Mobile Team 1;0
Forrest;Quinninup;4
Forrest;Redmond;0
Forrest;Rosa Brook;4
Forrest;Scotsdale;4
Forrest;Sealinks;25
Forrest;South Bunbury;32
Forrest;South Stirling;0
Forrest;Special Hospital Team 1;2
Forrest;Special Hospital Team 2;0
Forrest;Special Hospital Team 3;7
Forrest;Special Hospital Team 4;1
Forrest;Special Hospital Team 6;1
Forrest;Special Hospital Team 7;0
Forrest;Special Hospital Team 8;3
Forrest;Spencer Park;61
Forrest;Tingledale;3
Forrest;Vasse;19
Forrest;Villa Maria;8
Forrest;Walpole;9
Forrest;Wellstead;3
Forrest;Witchcliffe;5
Forrest;Withers;45
Forrest;Wollaston;14
Forrest;Yakamia;39
Forrest;Yallingup;5
Forrest;Yanmah;5
Forrest;Yoongarillup;5
Forrest;Yornup;1
Forrest;ABSENT;93
Forrest;POSTAL;19
Forrest;PRE POLL;29
Forrest;PROVISIONAL;8
Fremantle;Attadale;43
Fremantle;Beaconsfield;98
Fremantle;Bibra Lake;46
Fremantle;Bicton;60
Fremantle;Coogee Beach;35
Fremantle;Coolbellup;38
Fremantle;Coolbellup East;50
Fremantle;East Fremantle;77
Fremantle;Fremantle;54
Fremantle;Hamilton Hill East;88
Fremantle;Hamilton Hill North;102
Fremantle;Hamilton Hill South;71
Fremantle;Hilton;52
Fremantle;Jandakot;27
Fremantle;Kardinya (Fremantle);15
Fremantle;Kardinya West;9
Fremantle;Melville Heights;36
Fremantle;Melville South;19
Fremantle;Munster;36
Fremantle;Myaree;46
Fremantle;Naval Base;9
Fremantle;North Fremantle;22
Fremantle;Palmyra;79
Fremantle;Palmyra North;16
Fremantle;Perth (Fremantle);4
Fremantle;Richmond;54
Fremantle;Rottnest;7
Fremantle;Samson;63
Fremantle;South Fremantle;31
Fremantle;South Lake;69
Fremantle;Spearwood;109
Fremantle;Spearwood South;96
Fremantle;Spearwood West;151
Fremantle;Special Hospital Team 1;3
Fremantle;Special Hospital Team 2;4
Fremantle;Special Hospital Team 3;3
Fremantle;Special Hospital Team 4;2
Fremantle;Special Hospital Team 5;1
Fremantle;Wattleup;31
Fremantle;White Gum Valley;64
Fremantle;Willagee;35
Fremantle;Willagee East;41
Fremantle;Yangebup;68
Fremantle;ABSENT;107
Fremantle;POSTAL;14
Fremantle;PRE POLL;34
Fremantle;PROVISIONAL;22
Kalgoorlie;Argyle;1
Kalgoorlie;Balgo;13
Kalgoorlie;Barrow Island;0
Kalgoorlie;Bodallin;1
Kalgoorlie;Boulder;108
Kalgoorlie;Broome;71
Kalgoorlie;Bullfinch;0
Kalgoorlie;Carnarvon;59
Kalgoorlie;Carnarvon East;15
Kalgoorlie;Cascade;2
Kalgoorlie;Castletown;33
Kalgoorlie;Condingup;7
Kalgoorlie;Cooke Point;32
Kalgoorlie;Coolgardie;15
Kalgoorlie;Coral Bay;1
Kalgoorlie;Cue;9
Kalgoorlie;Dalyup;2
Kalgoorlie;Dampier;25
Kalgoorlie;Denham;1
Kalgoorlie;Derby;27
Kalgoorlie;Esperance;76
Kalgoorlie;Exmouth;11
Kalgoorlie;Finucane Island;2
Kalgoorlie;Fitzroy Crossing;18
Kalgoorlie;Gascoyne Junction;1
Kalgoorlie;Gibson;4
Kalgoorlie;Grass Patch;1
Kalgoorlie;Halls Creek;21
Kalgoorlie;Jigalong;9
Kalgoorlie;Kalgoorlie;85
Kalgoorlie;Kalgoorlie East;5
Kalgoorlie;Kalgoorlie Eastern Goldfields;11
Kalgoorlie;Kalgoorlie Halfway;66
Kalgoorlie;Kalgoorlie North;53
Kalgoorlie;Kalgoorlie Regional Hospital;18
Kalgoorlie;Kalgoorlie Wallace Park;11
Kalgoorlie;Kambalda;17
Kalgoorlie;Kambalda West;33
Kalgoorlie;Karratha;32
Kalgoorlie;Karratha West;49
Kalgoorlie;Kununurra;26
Kalgoorlie;Laverton;13
Kalgoorlie;Leinster;9
Kalgoorlie;Leonora;12
Kalgoorlie;Looma;9
Kalgoorlie;Marble Bar;5
Kalgoorlie;Marvel Loch;3
Kalgoorlie;Meekatharra;13
Kalgoorlie;Menzies;4
Kalgoorlie;Moorine Rock;3
Kalgoorlie;Mount Magnet;5
Kalgoorlie;Mowanjum;3
Kalgoorlie;Munglinup (Kalgoorlie);4
Kalgoorlie;Newman;35
Kalgoorlie;Newman North;12
Kalgoorlie;Noonkanbah;0
Kalgoorlie;Norseman;16
Kalgoorlie;Nullagine;7
Kalgoorlie;Nulsen;39
Kalgoorlie;Onslow;7
Kalgoorlie;Pannawonica;6
Kalgoorlie;Paraburdoo;21
Kalgoorlie;Perth (Kalgoorlie);5
Kalgoorlie;Port Hedland;18
Kalgoorlie;Prison Mobile Team 1;0
Kalgoorlie;Prison Mobile Team 2;4
Kalgoorlie;Prison Mobile Team 3;1
Kalgoorlie;Prison Mobile Team 4;0
Kalgoorlie;Remote Mobile Team 1;3
Kalgoorlie;Remote Mobile Team 10;1
Kalgoorlie;Remote Mobile Team 11;30
Kalgoorlie;Remote Mobile Team 12;1
Kalgoorlie;Remote Mobile Team 13;0
Kalgoorlie;Remote Mobile Team 14;0
Kalgoorlie;Remote Mobile Team 15;0
Kalgoorlie;Remote Mobile Team 2;7
Kalgoorlie;Remote Mobile Team 3;1
Kalgoorlie;Remote Mobile Team 4;0
Kalgoorlie;Remote Mobile Team 5;5
Kalgoorlie;Remote Mobile Team 6;2
Kalgoorlie;Remote Mobile Team 7;1
Kalgoorlie;Remote Mobile Team 8;0
Kalgoorlie;Remote Mobile Team 9;5
Kalgoorlie;Roebourne;11
Kalgoorlie;Salmon Gums;3
Kalgoorlie;Sandstone;0
Kalgoorlie;Scaddan;1
Kalgoorlie;Shay Gap;22
Kalgoorlie;South Hedland;35
Kalgoorlie;South Hedland Baler;30
Kalgoorlie;Southern Cross;15
Kalgoorlie;Special Hospital Team 1;0
Kalgoorlie;Special Hospital Team 2;1
Kalgoorlie;Special Hospital Team 3;1
Kalgoorlie;Special Hospital Team 4;2
Kalgoorlie;Special Hospital Team 5;2
Kalgoorlie;Special Hospital Team 6;0
Kalgoorlie;Special Hospital Team 7;0
Kalgoorlie;Telfer;5
Kalgoorlie;Tom Price;31
Kalgoorlie;Turkey Creek;12
Kalgoorlie;Useless Loop;0
Kalgoorlie;Wangkatjungka;3
Kalgoorlie;Warralakin;1
Kalgoorlie;Westonia;5
Kalgoorlie;Wickham;16
Kalgoorlie;Wiluna;4
Kalgoorlie;Wittenoom;0
Kalgoorlie;Wyndham;9
Kalgoorlie;Yalgoo;2
Kalgoorlie;Yandeyarra;1
Kalgoorlie;ABSENT;119
Kalgoorlie;POSTAL;21
Kalgoorlie;PRE POLL;49
Kalgoorlie;PROVISIONAL;31
Moore;Beldon;42
Moore;Burns Beach;4
Moore;Carine;49
Moore;Clarkson;15
Moore;Connolly;11
Moore;Craigie;67
Moore;Duncraig;72
Moore;Duncraig East;23
Moore;Duncraig North;38
Moore;Duncraig South;30
Moore;Edgewater;51
Moore;Heathridge;51
Moore;Heathridge East;31
Moore;Hillarys;50
Moore;Joondalup;27
Moore;Kallaroo;45
Moore;Marmion;30
Moore;Mullaloo;50
Moore;North Beach;30
Moore;North Beach Central;27
Moore;Ocean Reef;46
Moore;Ocean Reef North;8
Moore;Padbury;54
Moore;Padbury South;33
Moore;Perth (Moore);3
Moore;Quinns Rock;43
Moore;Sorrento;20
Moore;Sorrento Beach;36
Moore;Special Hospital Team 1;4
Moore;Two Rocks;13
Moore;Wanneroo;115
Moore;Wanneroo East;63
Moore;Yanchep;12
Moore;ABSENT;111
Moore;POSTAL;8
Moore;PRE POLL;34
Moore;PROVISIONAL;8
O'Connor;Ajana;0
O'Connor;Ardath;1
O'Connor;Arthur River;5
O'Connor;Badgebup;2
O'Connor;Badgingarra;5
O'Connor;Ballidu;2
O'Connor;Beachlands;24
O'Connor;Beacon;3
O'Connor;Bencubbin;3
O'Connor;Beverley;17
O'Connor;Bindi Bindi;0
O'Connor;Bluff Point;51
O'Connor;Boddington;12
O'Connor;Bolgart;2
O'Connor;Borden;4
O'Connor;Boscabel;2
O'Connor;Boxwood Hill;3
O'Connor;Bremer Bay;5
O'Connor;Brookton;11
O'Connor;Broomehill;11
O'Connor;Bruce Rock;11
O'Connor;Bullaring;1
O'Connor;Bulyee;0
O'Connor;Buntine;3
O'Connor;Burracoppin;2
O'Connor;Cadoux;2
O'Connor;Calingiri;2
O'Connor;Carnamah;8
O'Connor;Cervantes;9
O'Connor;Coomberdale;2
O'Connor;Coorow;12
O'Connor;Corrigin;12
O'Connor;Cranbrook;11
O'Connor;Cuballing;2
O'Connor;Cunderdin;14
O'Connor;Dale;3
O'Connor;Dalwallinu;13
O'Connor;Dandaragan;4
O'Connor;Darkan;16
O'Connor;Dongara;35
O'Connor;Doodlakine;0
O'Connor;Dowerin;16
O'Connor;Dudinin;4
O'Connor;Dumbleyung;6
O'Connor;Duranillin;2
O'Connor;Eneabba;11
O'Connor;Fitzgerald;0
O'Connor;Forest Hill;7
O'Connor;Frankland;9
O'Connor;Gairdner River;4
O'Connor;Geraldton;62
O'Connor;Geraldton Central;41
O'Connor;Geraldton Regional Hospital;6
O'Connor;Geraldton St John of God Hospita;13
O'Connor;Gingin;18
O'Connor;Gnowangerup;17
O'Connor;Goomalling;13
O'Connor;Greenhills;0
O'Connor;Guilderton;0
O'Connor;Highbury;1
O'Connor;Hines Hill;1
O'Connor;Hopetoun;5
O'Connor;Hyden;9
O'Connor;Jennacubbine;1
O'Connor;Jerdacuttup;2
O'Connor;Jerramungup;5
O'Connor;Jingalup;3
O'Connor;Jurien;13
O'Connor;Kalannie;4
O'Connor;Kalbarri;5
O'Connor;Karlgarin;1
O'Connor;Katanning;93
O'Connor;Katanning District Hospital;9
O'Connor;Kellerberrin;9
O'Connor;Kendenup;14
O'Connor;Kojonup;30
O'Connor;Kondinin;6
O'Connor;Koorda;8
O'Connor;Kukerin;13
O'Connor;Kulin;12
O'Connor;Kununoppin;2
O'Connor;Lake Grace;9
O'Connor;Lake King;6
O'Connor;Lancelin;18
O'Connor;Latham;0
O'Connor;Ledge Point;4
O'Connor;Leeman;14
O'Connor;Meckering;3
O'Connor;Merredin;22
O'Connor;Merredin District Hospital;17
O'Connor;Merredin South;16
O'Connor;Miling;1
O'Connor;Mingenew;12
O'Connor;Mogumber;3
O'Connor;Moonyoonooka;4
O'Connor;Moora;33
O'Connor;Morawa;11
O'Connor;Mount Barker;34
O'Connor;Mount Tarcoola;30
O'Connor;Mount Walker;5
O'Connor;Mukinbudin;7
O'Connor;Mullewa;17
O'Connor;Munglinup (O'Connor);2
O'Connor;Muntadgin;0
O'Connor;Muradup;4
O'Connor;Nabawa;8
O'Connor;Narembeen;18
O'Connor;Narrikup;3
O'Connor;Narrogin;94
O'Connor;Narrogin Regional Hospital;6
O'Connor;New Norcia;1
O'Connor;Newdegate;5
O'Connor;Northampton;28
O'Connor;Nungarin;5
O'Connor;Nyabing;5
O'Connor;Ongerup;3
O'Connor;Perenjori;6
O'Connor;Perth (O'Connor);0
O'Connor;Pingaring;3
O'Connor;Pingelly;22
O'Connor;Pingrup;4
O'Connor;Pithara;5
O'Connor;Popanyinning;2
O'Connor;Porongurup;0
O'Connor;Quairading;13
O'Connor;Quindanning;3
O'Connor;Rangeway;67
O'Connor;Ravensthorpe;3
O'Connor;Rocky Gully;4
O'Connor;Seabird;2
O'Connor;Shackleton;2
O'Connor;Spalding;25
O'Connor;Special Hospital Team 1;1
O'Connor;Special Hospital Team 2;0
O'Connor;Special Hospital Team 3;0
O'Connor;Special Hospital Team 4;5
O'Connor;Special Hospital Team 5;2
O'Connor;Tambellup;10
O'Connor;Tammin;11
O'Connor;Tardun;3
O'Connor;Three Springs;7
O'Connor;Tincurrin;1
O'Connor;Trayning;2
O'Connor;Varley;2
O'Connor;Waggrakine;47
O'Connor;Wagin;54
O'Connor;Walkaway;12
O'Connor;Wandering;2
O'Connor;Watheroo;4
O'Connor;Wickepin;10
O'Connor;Williams;18
O'Connor;Wongan Hills;18
O'Connor;Wonthella;43
O'Connor;Woodanilling;2
O'Connor;Woodridge;13
O'Connor;Woogenellup;2
O'Connor;Wubin;1
O'Connor;Wyalkatchem;11
O'Connor;Yealering;1
O'Connor;Yerecoin;1
O'Connor;York;39
O'Connor;Yorkrakine;0
O'Connor;Yuna;2
O'Connor;ABSENT;172
O'Connor;POSTAL;18
O'Connor;PRE POLL;22
O'Connor;PROVISIONAL;23
Pearce;Bakers Hill;10
Pearce;Baskerville;26
Pearce;Bellevue Central;5
Pearce;Bindoon;7
Pearce;Boya;10
Pearce;Bullsbrook;36
Pearce;Carmel;6
Pearce;Chidlow;24
Pearce;Darlington;34
Pearce;Forrestfield;68
Pearce;Forrestfield North;78
Pearce;Gidgegannup;10
Pearce;Glen Forrest;30
Pearce;Gooseberry Hill;25
Pearce;Grass Valley;1
Pearce;Greenmount;33
Pearce;Henley Brook;20
Pearce;Herne Hill;36
Pearce;High Wycombe;49
Pearce;High Wycombe South;29
Pearce;Kalamunda;79
Pearce;Kalamunda North;22
Pearce;Karragullen;3
Pearce;Koongamia;23
Pearce;Lesmurdie;50
Pearce;Lower Chittering;2
Pearce;Mahogany Creek;4
Pearce;Maida Vale;35
Pearce;Midland Central;19
Pearce;Mooliabeenie;1
Pearce;Mount Helena;21
Pearce;Muchea;8
Pearce;Mundaring;41
Pearce;Northam;64
Pearce;Northam East;25
Pearce;Northam North;20
Pearce;Parkerville;11
Pearce;Perth (Pearce);0
Pearce;Pickering Brook;13
Pearce;Roleystone;67
Pearce;Sawyers Valley;8
Pearce;Special Hospital Team 1;3
Pearce;Special Hospital Team 2;2
Pearce;Stoneville;10
Pearce;Stratton;9
Pearce;Swan View;87
Pearce;Toodyay;36
Pearce;Walliston;19
Pearce;Wattle Grove;11
Pearce;Wooroloo;7
Pearce;Wundowie;13
Pearce;ABSENT;135
Pearce;POSTAL;21
Pearce;PRE POLL;31
Pearce;PROVISIONAL;6
Perth;Alexander Park;23
Perth;Ashfield;50
Perth;Bassendean;72
Perth;Bassendean South;56
Perth;Bayswater;91
Perth;Bedford Park;44
Perth;Bedford West;42
Perth;Beechboro;82
Perth;Beechboro East;51
Perth;Bellevue;27
Perth;Caversham;19
Perth;Coolbinia;13
Perth;Dianella;57
Perth;Dianella Central;65
Perth;Dianella North;20
Perth;East Perth;20
Perth;Eden Hill;148
Perth;Embleton;88
Perth;Forrest Park;9
Perth;Guildford;39
Perth;Hazelmere;18
Perth;Highgate;151
Perth;Hillcrest;86
Perth;Hyde Park;8
Perth;Inglewood;57
Perth;Inglewood Home of Peace;5
Perth;Inglewood North;36
Perth;Lockridge;90
Perth;Maylands;116
Perth;Maylands East;49
Perth;Menora;25
Perth;Midland;130
Perth;Midvale;59
Perth;Morley;33
Perth;Mount Lawley;48
Perth;Mount Lawley East;18
Perth;Mount Lawley West;23
Perth;North Perth;34
Perth;North Perth Central;87
Perth;Northbridge;3
Perth;Perth (Perth);40
Perth;Royal Perth Hospital;10
Perth;Special Hospital Team 1;17
Perth;Special Hospital Team 2;22
Perth;Special Hospital Team 3;0
Perth;St Anne's Hospital;9
Perth;ABSENT;227
Perth;POSTAL;18
Perth;PRE POLL;48
Perth;PROVISIONAL;24
Stirling;Balcatta;155
Stirling;Balcatta Central;99
Stirling;Balcatta North;74
Stirling;Balga;59
Stirling;Balga South;80
Stirling;Deanmore;33
Stirling;Dianella East;30
Stirling;Dianella Heights;50
Stirling;Dianella West;34
Stirling;Doubleview;43
Stirling;Doubleview Central;16
Stirling;Doubleview North;30
Stirling;Innaloo;32
Stirling;Innaloo North;49
Stirling;Karrinyup;45
Stirling;Lake Gwelup;19
Stirling;Mirrabooka;59
Stirling;Mirrabooka Central;63
Stirling;Mirrabooka East;47
Stirling;Nollamara;61
Stirling;Nollamara North;13
Stirling;Osborne;41
Stirling;Osborne East;30
Stirling;Osborne Park;18
Stirling;Perth (Stirling);4
Stirling;Scarborough;23
Stirling;Scarborough Central;23
Stirling;Special Hospital Team 1;9
Stirling;Trigg;21
Stirling;Tuart Hill;59
Stirling;Wembley Downs;41
Stirling;Woodlands;37
Stirling;Woodlands North;28
Stirling;Yokine;27
Stirling;Yokine North;62
Stirling;Yokine West;35
Stirling;ABSENT;153
Stirling;POSTAL;28
Stirling;PRE POLL;40
Stirling;PROVISIONAL;11
Swan;Beckenham Central;47
Swan;Belmont;37
Swan;Bentley;41
Swan;Bentley South;40
Swan;Bentley West;33
Swan;Cannington;64
Swan;Cannington East;85
Swan;Carlisle;33
Swan;Cloverdale;65
Swan;Cloverdale North;100
Swan;Cloverdale West;69
Swan;Como;63
Swan;Como North;25
Swan;Como South;26
Swan;Kensington;51
Swan;Kewdale;61
Swan;Kewdale West;137
Swan;Lathlain;46
Swan;Manning;80
Swan;Manning North;50
Swan;Millen;35
Swan;Perth (Swan);9
Swan;Perth Domestic Airport;2
Swan;Perth International Airport;1
Swan;Queens Park;54
Swan;Redcliffe;41
Swan;Rivervale;33
Swan;Rivervale North;65
Swan;Rowethorpe;8
Swan;South Perth;31
Swan;South Perth Central;46
Swan;South Perth Zoo;26
Swan;Special Hospital Team 1;13
Swan;Special Hospital Team 2;0
Swan;Special Hospital Team 3;3
Swan;Special Hospital Team 4;5
Swan;Special Hospital Team 5;14
Swan;Swan Cottage Homes;28
Swan;Victoria Park;90
Swan;Victoria Park Central;42
Swan;Victoria Park East;62
Swan;Wilson;74
Swan;ABSENT;144
Swan;POSTAL;35
Swan;PRE POLL;27
Swan;PROVISIONAL;15
Tangney;Applecross;65
Tangney;Ardross;12
Tangney;Ardross West;32
Tangney;Bateman;52
Tangney;Booragoon;56
Tangney;Brentwood;61
Tangney;Bull Creek;27
Tangney;Bull Creek East;18
Tangney;Bull Creek North;32
Tangney;Ferndale;17
Tangney;Ferndale East;52
Tangney;Kardinya (Tangney);66
Tangney;Langford (Tangney);109
Tangney;Leeming;41
Tangney;Leeming East;23
Tangney;Leeming West;35
Tangney;Lynwood;24
Tangney;Lynwood West;93
Tangney;Mount Pleasant;53
Tangney;North Lake;4
Tangney;Perth (Tangney);3
Tangney;Riverton;49
Tangney;Rossmoyne;23
Tangney;Shelley;32
Tangney;Special Hospital Team 1;5
Tangney;Willetton;56
Tangney;Willetton East;56
Tangney;Willetton North;7
Tangney;Willetton South;55
Tangney;Winthrop;64
Tangney;ABSENT;119
Tangney;POSTAL;11
Tangney;PRE POLL;50
Tangney;PROVISIONAL;4
Adelaide;Adelaide (Adelaide);31
Adelaide;Adelaide East;21
Adelaide;Adelaide Hospital;5
Adelaide;Adelaide South;41
Adelaide;Adelaide West;46
Adelaide;Black Forest;30
Adelaide;Blair Athol Central;92
Adelaide;Blair Athol North;97
Adelaide;Broadview;38
Adelaide;Brompton;77
Adelaide;Clarence Park;30
Adelaide;Clarence Park West;68
Adelaide;Collinswood;30
Adelaide;Croydon;74
Adelaide;Croydon Park;110
Adelaide;Croydon Park West (Adelaide);56
Adelaide;Enfield;63
Adelaide;Enfield North (Adelaide);66
Adelaide;Enfield South;52
Adelaide;Fullarton;69
Adelaide;Goodwood;68
Adelaide;Goodwood Park;46
Adelaide;Hackney;33
Adelaide;Hindmarsh;23
Adelaide;Hyde Park;39
Adelaide;Joslin;66
Adelaide;Keswick;32
Adelaide;Kilburn;175
Adelaide;Lower North Adelaide;28
Adelaide;Malvern;32
Adelaide;Marden West (Adelaide);15
Adelaide;Myrtle Bank;40
Adelaide;Nailsworth;65
Adelaide;North Adelaide;56
Adelaide;Northfield South (Adelaide);87
Adelaide;Parkside East (Adelaide);82
Adelaide;Prospect;104
Adelaide;Prospect Estate;41
Adelaide;Prospect North;69
Adelaide;Prospect South;40
Adelaide;Prospect West;110
Adelaide;Renown Park;114
Adelaide;Special Hospital Team 1;14
Adelaide;Special Hospital Team 2;6
Adelaide;Special Hospital Team 3;7
Adelaide;Special Hospital Team 4;2
Adelaide;Special Hospital Team 5;1
Adelaide;Special Hospital Team 6;16
Adelaide;Special Hospital Team 7;13
Adelaide;Special Hospital Team 8;0
Adelaide;St Peters;7
Adelaide;Thebarton;101
Adelaide;Unley;102
Adelaide;Walkerville;61
Adelaide;Wayville;28
Adelaide;West Croydon (Adelaide);101
Adelaide;ABSENT;254
Adelaide;POSTAL;43
Adelaide;PRE POLL;71
Adelaide;PROVISIONAL;16
Barker;Alawoona;1
Barker;Allendale East;4
Barker;American River;5
Barker;Ashbourne;1
Barker;Avenue Range;1
Barker;Beachport;13
Barker;Black Hill;2
Barker;Bool Lagoon;1
Barker;Bordertown;65
Barker;Borrika;0
Barker;Brinkley;2
Barker;Cambrai;11
Barker;Carpenter Rocks;6
Barker;Compton-Burrungule;9
Barker;Coomandook;2
Barker;Coonalpyn;15
Barker;Coonawarra;3
Barker;Copeville;0
Barker;Currency Creek;6
Barker;Delamere;9
Barker;Encounter Bay;32
Barker;Finniss;1
Barker;Frances;3
Barker;Furner;1
Barker;Geranium-Jabuk;2
Barker;Glenburnie;4
Barker;Glencoe;3
Barker;Goolwa;72
Barker;Gosse;4
Barker;Greenways-Conmurra;0
Barker;Hatherleigh;1
Barker;Hindmarsh Island;7
Barker;Hindmarsh Valley;0
Barker;Hope Forest;1
Barker;Hynam;4
Barker;Inman Valley;5
Barker;Jervois;3
Barker;Kalangadoo;11
Barker;Karatta;3
Barker;Karoonda;8
Barker;Keith;27
Barker;Keppoch;0
Barker;Keyneton;3
Barker;Ki Ki;1
Barker;Kingscote;56
Barker;Kingston;32
Barker;Kongorong;4
Barker;Kybybolite;3
Barker;Lameroo;19
Barker;Lochaber;1
Barker;Lucindale;13
Barker;Mannum;71
Barker;Mantung;0
Barker;Marama;0
Barker;Meningie;31
Barker;Middleton;17
Barker;Mil Lel;7
Barker;Milang;21
Barker;Millicent;100
Barker;Millicent South;37
Barker;Moorak;6
Barker;Mount Benson;3
Barker;Mount Burr-Mount McIntyre;15
Barker;Mount Compass;25
Barker;Mount Gambier;126
Barker;Mount Gambier East;186
Barker;Mount Gambier North;104
Barker;Mount Gambier Park;56
Barker;Mount Gambier West;139
Barker;Mount Schank;3
Barker;Mundulla;7
Barker;Murray Bridge;85
Barker;Murray Bridge East-Monteith;54
Barker;Murray Bridge South;162
Barker;Murray Bridge West;86
Barker;Mypolonga;6
Barker;Myponga;17
Barker;Nangula;6
Barker;Nangwarry;13
Barker;Naracoorte;71
Barker;Naracoorte South;40
Barker;Narrung;0
Barker;Nildottie;9
Barker;O B Flat;0
Barker;Padthaway;10
Barker;Parawa;2
Barker;Parilla;2
Barker;Parndana;18
Barker;Parrakie;0
Barker;Paruna;2
Barker;Peake;4
Barker;Penneshaw;7
Barker;Penola;50
Barker;Pinnaroo;27
Barker;Point McLeay;1
Barker;Ponde-Pompoota;2
Barker;Port Elliot;30
Barker;Port MacDonnell;56
Barker;Purnong-Bowhill;3
Barker;Reedy Creek;2
Barker;Rendelsham;6
Barker;Robe;14
Barker;Salt Creek;2
Barker;Second Valley;2
Barker;Sedan;4
Barker;Sherlock;1
Barker;Southend;8
Barker;Special Hospital Team 1;1
Barker;Special Hospital Team 10;0
Barker;Special Hospital Team 2;3
Barker;Special Hospital Team 3;0
Barker;Special Hospital Team 4;1
Barker;Special Hospital Team 5;2
Barker;Special Hospital Team 6;1
Barker;Special Hospital Team 7;0
Barker;Special Hospital Team 8;10
Barker;Special Hospital Team 9;1
Barker;Stokes Bay;0
Barker;Suttontown-Wandilo;16
Barker;Swan Reach;11
Barker;Tailem Bend;73
Barker;Tantanoola;7
Barker;Tarpeena;11
Barker;Tintinara;4
Barker;Victor Harbor;131
Barker;Victor Harbor East;21
Barker;Walker Flat;2
Barker;Wanbi;0
Barker;Wellington West;7
Barker;Western Flat;0
Barker;Willalooka;1
Barker;Wirrega;0
Barker;Wisanger;1
Barker;Wolseley;1
Barker;Wood Point;7
Barker;Wrattonbully;2
Barker;Wynarka;4
Barker;Yahl;8
Barker;Yankalilla;59
Barker;ABSENT;151
Barker;POSTAL;29
Barker;PRE POLL;47
Barker;PROVISIONAL;9
Bonython;Adelaide (Bonython);6
Bonython;Angle Vale;48
Bonython;Brahma Lodge;115
Bonython;Craigmore;32
Bonython;Craigmore South;89
Bonython;Direk;26
Bonython;Elizabeth;41
Bonython;Elizabeth Downs;143
Bonython;Elizabeth East;113
Bonython;Elizabeth Field;109
Bonython;Elizabeth Grove;75
Bonython;Elizabeth North;143
Bonython;Elizabeth Park;101
Bonython;Elizabeth South;133
Bonython;Elizabeth Vale;145
Bonython;Elizabeth West;115
Bonython;Hillbank;46
Bonython;Munno Para;50
Bonython;One Tree Hill;18
Bonython;Parafield Gardens;107
Bonython;Parafield Gardens Central;278
Bonython;Parafield Gardens North West;177
Bonython;Paralowie;220
Bonython;Salisbury;121
Bonython;Salisbury Central;149
Bonython;Salisbury Downs;141
Bonython;Salisbury North;219
Bonython;Salisbury North West;176
Bonython;Salisbury Park;82
Bonython;Smithfield;84
Bonython;Smithfield Plains;103
Bonython;Special Hospital Team 1;4
Bonython;Special Hospital Team 2;17
Bonython;Virginia;114
Bonython;ABSENT;250
Bonython;POSTAL;26
Bonython;PRE POLL;49
Bonython;PROVISIONAL;5
Boothby;Bedford Park;27
Boothby;Belair;60
Boothby;Bellevue Heights;47
Boothby;Blackwood;45
Boothby;Blackwood Central;30
Boothby;Brighton;79
