2004 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [12246 8/11/2005 11:09:18 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,234,Wills,5099,Gaffney,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,176,0.89
VIC,234,Wills,4848,Glenroy,14229,HAMILTON,Blair,3,,LP,Liberal,469,1.25
VIC,234,Wills,4848,Glenroy,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,947,-1.25
VIC,234,Wills,4849,Glenroy Central,14229,HAMILTON,Blair,3,,LP,Liberal,610,5.38
VIC,234,Wills,4849,Glenroy Central,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1095,-5.38
VIC,234,Wills,4850,Glenroy East,14229,HAMILTON,Blair,3,,LP,Liberal,603,5.28
VIC,234,Wills,4850,Glenroy East,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1218,-5.28
VIC,234,Wills,4851,Glenroy North,14229,HAMILTON,Blair,3,,LP,Liberal,459,8.24
VIC,234,Wills,4851,Glenroy North,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1164,-8.24
VIC,234,Wills,4591,Glenroy West,14229,HAMILTON,Blair,3,,LP,Liberal,917,2.19
VIC,234,Wills,4591,Glenroy West,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1521,-2.19
VIC,234,Wills,38411,Gowanbrae,14229,HAMILTON,Blair,3,,LP,Liberal,290,8.83
VIC,234,Wills,38411,Gowanbrae,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,362,-8.83
VIC,234,Wills,4852,Gowrie Park,14229,HAMILTON,Blair,3,,LP,Liberal,464,10.71
VIC,234,Wills,4852,Gowrie Park,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,946,-10.71
VIC,234,Wills,4853,Hadfield,14229,HAMILTON,Blair,3,,LP,Liberal,375,6.76
VIC,234,Wills,4853,Hadfield,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,720,-6.76
VIC,234,Wills,5101,Lake Park,14229,HAMILTON,Blair,3,,LP,Liberal,158,9
VIC,234,Wills,5101,Lake Park,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,388,-9
VIC,234,Wills,32909,Melbourne (Wills),14229,HAMILTON,Blair,3,,LP,Liberal,43,-10.32
VIC,234,Wills,32909,Melbourne (Wills),14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,139,10.32
VIC,234,Wills,5102,Melville,14229,HAMILTON,Blair,3,,LP,Liberal,266,-0.43
VIC,234,Wills,5102,Melville,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,714,0.43
VIC,234,Wills,5103,Merlynston,14229,HAMILTON,Blair,3,,LP,Liberal,307,4.24
VIC,234,Wills,5103,Merlynston,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,671,-4.24
VIC,234,Wills,5104,Mitchell,14229,HAMILTON,Blair,3,,LP,Liberal,376,1.19
VIC,234,Wills,5104,Mitchell,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1272,-1.19
VIC,234,Wills,4860,Moomba Park,14229,HAMILTON,Blair,3,,LP,Liberal,561,5.18
VIC,234,Wills,4860,Moomba Park,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1158,-5.18
VIC,234,Wills,5105,Moreland,14229,HAMILTON,Blair,3,,LP,Liberal,553,3.83
VIC,234,Wills,5105,Moreland,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1491,-3.83
VIC,234,Wills,5106,Murray (Wills),14229,HAMILTON,Blair,3,,LP,Liberal,236,1.66
VIC,234,Wills,5106,Murray (Wills),14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,563,-1.66
VIC,234,Wills,36421,Newlands (Wills),14229,HAMILTON,Blair,3,,LP,Liberal,130,-4.15
VIC,234,Wills,36421,Newlands (Wills),14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,344,4.15
VIC,234,Wills,5108,Oak Park,14229,HAMILTON,Blair,3,,LP,Liberal,913,0.37
VIC,234,Wills,5108,Oak Park,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1193,-0.37
VIC,234,Wills,5109,Pascoe Vale,14229,HAMILTON,Blair,3,,LP,Liberal,1180,6.01
VIC,234,Wills,5109,Pascoe Vale,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1866,-6.01
VIC,234,Wills,5110,Pascoe Vale Central,14229,HAMILTON,Blair,3,,LP,Liberal,298,1.93
VIC,234,Wills,5110,Pascoe Vale Central,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,585,-1.93
VIC,234,Wills,5111,Pascoe Vale North,14229,HAMILTON,Blair,3,,LP,Liberal,855,6.85
VIC,234,Wills,5111,Pascoe Vale North,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1565,-6.85
VIC,234,Wills,5112,Pascoe Vale South,14229,HAMILTON,Blair,3,,LP,Liberal,1058,3.09
VIC,234,Wills,5112,Pascoe Vale South,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1793,-3.09
VIC,234,Wills,5113,Pascoe Vale West,14229,HAMILTON,Blair,3,,LP,Liberal,464,1.13
VIC,234,Wills,5113,Pascoe Vale West,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,769,-1.13
VIC,234,Wills,31590,Special Hospital Team 1,14229,HAMILTON,Blair,3,,LP,Liberal,11,23.33
VIC,234,Wills,31590,Special Hospital Team 1,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,4,-23.33
VIC,234,Wills,4603,Strathmore,14229,HAMILTON,Blair,3,,LP,Liberal,1274,0.02
VIC,234,Wills,4603,Strathmore,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1215,-0.02
VIC,234,Wills,4604,Strathmore North,14229,HAMILTON,Blair,3,,LP,Liberal,881,2.63
VIC,234,Wills,4604,Strathmore North,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,1045,-2.63
VIC,234,Wills,4605,Strathmore South,14229,HAMILTON,Blair,3,,LP,Liberal,312,1.37
VIC,234,Wills,4605,Strathmore South,14631,THOMSON,Kelvin,5,#,ALP,Australian Labor Party,266,-1.37
WA,235,Brand,7472,Baldivis,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,713,-3.84
WA,235,Brand,7472,Baldivis,14946,EDMAN,Phil,7,,LP,Liberal,1027,3.84
WA,235,Brand,7478,Calista,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1646,-4.09
WA,235,Brand,7478,Calista,14946,EDMAN,Phil,7,,LP,Liberal,852,4.09
WA,235,Brand,11602,Coodanup,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1025,-5.73
WA,235,Brand,11602,Coodanup,14946,EDMAN,Phil,7,,LP,Liberal,774,5.73
WA,235,Brand,7480,Cooloongup,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,2261,-6.01
WA,235,Brand,7480,Cooloongup,14946,EDMAN,Phil,7,,LP,Liberal,1243,6.01
WA,235,Brand,7494,Dudley Park,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,884,-4.35
WA,235,Brand,7494,Dudley Park,14946,EDMAN,Phil,7,,LP,Liberal,1115,4.35
WA,235,Brand,32064,Golden Bay,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,446,-3.38
WA,235,Brand,32064,Golden Bay,14946,EDMAN,Phil,7,,LP,Liberal,405,3.38
WA,235,Brand,11894,Greenfields,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1399,-6.21
WA,235,Brand,11894,Greenfields,14946,EDMAN,Phil,7,,LP,Liberal,1201,6.21
WA,235,Brand,31809,Greenfields East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,767,-5.67
WA,235,Brand,31809,Greenfields East,14946,EDMAN,Phil,7,,LP,Liberal,691,5.67
WA,235,Brand,7488,Hillman,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1152,-4.91
WA,235,Brand,7488,Hillman,14946,EDMAN,Phil,7,,LP,Liberal,671,4.91
WA,235,Brand,7498,Hope Valley,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,156,-3.58
WA,235,Brand,7498,Hope Valley,14946,EDMAN,Phil,7,,LP,Liberal,158,3.58
WA,235,Brand,11896,Leda,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,991,-5.68
WA,235,Brand,11896,Leda,14946,EDMAN,Phil,7,,LP,Liberal,544,5.68
WA,235,Brand,7490,Madora Bay,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,169,-8.46
WA,235,Brand,7490,Madora Bay,14946,EDMAN,Phil,7,,LP,Liberal,243,8.46
WA,235,Brand,7491,Mandurah,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,736,-3.15
WA,235,Brand,7491,Mandurah,14946,EDMAN,Phil,7,,LP,Liberal,710,3.15
WA,235,Brand,7492,Mandurah Central,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,729,-0.8
WA,235,Brand,7492,Mandurah Central,14946,EDMAN,Phil,7,,LP,Liberal,630,0.8
WA,235,Brand,7493,Mandurah East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,624,-3.69
WA,235,Brand,7493,Mandurah East,14946,EDMAN,Phil,7,,LP,Liberal,491,3.69
WA,235,Brand,11897,Meadow Springs,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,719,-6.49
WA,235,Brand,11897,Meadow Springs,14946,EDMAN,Phil,7,,LP,Liberal,1079,6.49
WA,235,Brand,33073,Meadow Springs North,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,276,-0.44
WA,235,Brand,33073,Meadow Springs North,14946,EDMAN,Phil,7,,LP,Liberal,491,0.44
WA,235,Brand,7496,Medina,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1556,-4.31
WA,235,Brand,7496,Medina,14946,EDMAN,Phil,7,,LP,Liberal,716,4.31
WA,235,Brand,7501,Parmelia,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1526,-5.32
WA,235,Brand,7501,Parmelia,14946,EDMAN,Phil,7,,LP,Liberal,757,5.32
WA,235,Brand,13694,Perth (Brand),14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,33,-3.89
WA,235,Brand,13694,Perth (Brand),14946,EDMAN,Phil,7,,LP,Liberal,21,3.89
WA,235,Brand,31674,Port Kennedy,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1387,-9.94
WA,235,Brand,31674,Port Kennedy,14946,EDMAN,Phil,7,,LP,Liberal,1260,9.94
WA,235,Brand,34336,Port Kennedy East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,362,-15.71
WA,235,Brand,34336,Port Kennedy East,14946,EDMAN,Phil,7,,LP,Liberal,378,15.71
WA,235,Brand,34234,Prison Mobile Team 1,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14946,EDMAN,Phil,7,,LP,Liberal,0,0
WA,235,Brand,7503,Rockingham,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,2014,-5.47
WA,235,Brand,7503,Rockingham,14946,EDMAN,Phil,7,,LP,Liberal,1516,5.47
WA,235,Brand,7504,Rockingham Beach,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1082,-6.28
WA,235,Brand,7504,Rockingham Beach,14946,EDMAN,Phil,7,,LP,Liberal,1071,6.28
WA,235,Brand,34335,Rockingham Central,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,483,-4.73
WA,235,Brand,34335,Rockingham Central,14946,EDMAN,Phil,7,,LP,Liberal,356,4.73
WA,235,Brand,32166,Rottnest (Brand),14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,16,5.02
WA,235,Brand,32166,Rottnest (Brand),14946,EDMAN,Phil,7,,LP,Liberal,10,-5.02
WA,235,Brand,7507,Safety Bay,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1668,-3.73
WA,235,Brand,7507,Safety Bay,14946,EDMAN,Phil,7,,LP,Liberal,1604,3.73
WA,235,Brand,7508,Safety Bay Central,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1413,-5.07
WA,235,Brand,7508,Safety Bay Central,14946,EDMAN,Phil,7,,LP,Liberal,1310,5.07
WA,235,Brand,32057,Secret Harbour,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,683,-4.49
WA,235,Brand,32057,Secret Harbour,14946,EDMAN,Phil,7,,LP,Liberal,893,4.49
WA,235,Brand,7510,Singleton,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,523,-0.11
WA,235,Brand,7510,Singleton,14946,EDMAN,Phil,7,,LP,Liberal,455,0.11
WA,235,Brand,34077,Special Hospital Team 1,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,114,-4.57
WA,235,Brand,34077,Special Hospital Team 1,14946,EDMAN,Phil,7,,LP,Liberal,93,4.57
WA,235,Brand,34205,Special Hospital Team 2,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,110,-11.99
WA,235,Brand,34205,Special Hospital Team 2,14946,EDMAN,Phil,7,,LP,Liberal,121,11.99
WA,235,Brand,11895,Waikiki,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1733,-7.86
WA,235,Brand,11895,Waikiki,14946,EDMAN,Phil,7,,LP,Liberal,1727,7.86
WA,235,Brand,34337,Waikiki East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,685,-3.96
WA,235,Brand,34337,Waikiki East,14946,EDMAN,Phil,7,,LP,Liberal,453,3.96
WA,235,Brand,7511,Warnbro,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1393,-7.61
WA,235,Brand,7511,Warnbro,14946,EDMAN,Phil,7,,LP,Liberal,1185,7.61
WA,235,Brand,31474,Warnbro East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1318,-8.24
WA,235,Brand,31474,Warnbro East,14946,EDMAN,Phil,7,,LP,Liberal,888,8.24
WA,235,Brand,32585,Wellard,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,271,-1.66
WA,235,Brand,32585,Wellard,14946,EDMAN,Phil,7,,LP,Liberal,265,1.66
WA,236,Canning,7467,Armadale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1515,-9.79
WA,236,Canning,7467,Armadale,14963,RANDALL,Don,7,#,LP,Liberal,1519,9.79
WA,236,Canning,7468,Armadale East,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,806,-8.84
WA,236,Canning,7468,Armadale East,14963,RANDALL,Don,7,#,LP,Liberal,1397,8.84
WA,236,Canning,7469,Armadale North,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,503,-7.64
WA,236,Canning,7469,Armadale North,14963,RANDALL,Don,7,#,LP,Liberal,588,7.64
WA,236,Canning,7470,Armadale South,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,359,-2.66
WA,236,Canning,7470,Armadale South,14963,RANDALL,Don,7,#,LP,Liberal,337,2.66
WA,236,Canning,7471,Armadale West,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,921,-11.16
WA,236,Canning,7471,Armadale West,14963,RANDALL,Don,7,#,LP,Liberal,922,11.16
WA,236,Canning,7473,Barragup,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,591,-5.78
WA,236,Canning,7473,Barragup,14963,RANDALL,Don,7,#,LP,Liberal,865,5.78
WA,236,Canning,8850,Bedfordale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,143,-7.91
WA,236,Canning,8850,Bedfordale,14963,RANDALL,Don,7,#,LP,Liberal,316,7.91
WA,236,Canning,11634,Brookdale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,394,-15.79
WA,236,Canning,11634,Brookdale,14963,RANDALL,Don,7,#,LP,Liberal,421,15.79
WA,236,Canning,7477,Byford,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,897,-8.2
WA,236,Canning,7477,Byford,14963,RANDALL,Don,7,#,LP,Liberal,1584,8.2
WA,236,Canning,31066,Canning Vale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1623,-6.03
WA,236,Canning,31066,Canning Vale,14963,RANDALL,Don,7,#,LP,Liberal,2910,6.03
WA,236,Canning,33054,Canning Vale South,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,895,-10.95
WA,236,Canning,33054,Canning Vale South,14963,RANDALL,Don,7,#,LP,Liberal,1756,10.95
WA,236,Canning,7479,Carcoola,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,236,-6.62
WA,236,Canning,7479,Carcoola,14963,RANDALL,Don,7,#,LP,Liberal,219,6.62
WA,236,Canning,7481,Coolup,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,78,-4.23
WA,236,Canning,7481,Coolup,14963,RANDALL,Don,7,#,LP,Liberal,177,4.23
WA,236,Canning,7482,Dawesville,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,494,-9.66
WA,236,Canning,7482,Dawesville,14963,RANDALL,Don,7,#,LP,Liberal,894,9.66
WA,236,Canning,7483,Dwellingup,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,149,-10.73
WA,236,Canning,7483,Dwellingup,14963,RANDALL,Don,7,#,LP,Liberal,205,10.73
WA,236,Canning,7484,Falcon,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1040,-9.47
WA,236,Canning,7484,Falcon,14963,RANDALL,Don,7,#,LP,Liberal,1598,9.47
WA,236,Canning,7485,Forrestdale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,268,-12.99
WA,236,Canning,7485,Forrestdale,14963,RANDALL,Don,7,#,LP,Liberal,539,12.99
WA,236,Canning,34108,Gosnells South (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,113,-10.45
WA,236,Canning,34108,Gosnells South (Canning),14963,RANDALL,Don,7,#,LP,Liberal,172,10.45
WA,236,Canning,7495,Halls Head,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,896,-5.96
WA,236,Canning,7495,Halls Head,14963,RANDALL,Don,7,#,LP,Liberal,1946,5.96
WA,236,Canning,31478,Halls Head South,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,677,-11.71
WA,236,Canning,31478,Halls Head South,14963,RANDALL,Don,7,#,LP,Liberal,1199,11.71
WA,236,Canning,34340,Halls Head West,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,511,-7.72
WA,236,Canning,34340,Halls Head West,14963,RANDALL,Don,7,#,LP,Liberal,1121,7.72
WA,236,Canning,34110,Huntingdale (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,613,-8.59
WA,236,Canning,34110,Huntingdale (Canning),14963,RANDALL,Don,7,#,LP,Liberal,738,8.59
WA,236,Canning,36438,Huntingdale South,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,293,-12.69
WA,236,Canning,36438,Huntingdale South,14963,RANDALL,Don,7,#,LP,Liberal,427,12.69
WA,236,Canning,7489,Jarrahdale,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,173,-9.53
WA,236,Canning,7489,Jarrahdale,14963,RANDALL,Don,7,#,LP,Liberal,222,9.53
WA,236,Canning,7541,Karragullen,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,67,-0.74
WA,236,Canning,7541,Karragullen,14963,RANDALL,Don,7,#,LP,Liberal,136,0.74
WA,236,Canning,7542,Kelmscott,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,915,-9.76
WA,236,Canning,7542,Kelmscott,14963,RANDALL,Don,7,#,LP,Liberal,870,9.76
WA,236,Canning,7543,Kelmscott East,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,788,-5.07
WA,236,Canning,7543,Kelmscott East,14963,RANDALL,Don,7,#,LP,Liberal,1195,5.07
WA,236,Canning,7544,Kelmscott North,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,589,-10.33
WA,236,Canning,7544,Kelmscott North,14963,RANDALL,Don,7,#,LP,Liberal,759,10.33
WA,236,Canning,31065,Lake Clifton,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,128,-11.56
WA,236,Canning,31065,Lake Clifton,14963,RANDALL,Don,7,#,LP,Liberal,171,11.56
WA,236,Canning,7497,Mundijong,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,368,-5.51
WA,236,Canning,7497,Mundijong,14963,RANDALL,Don,7,#,LP,Liberal,558,5.51
WA,236,Canning,7499,North Dandalup,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,126,-5.27
WA,236,Canning,7499,North Dandalup,14963,RANDALL,Don,7,#,LP,Liberal,208,5.27
WA,236,Canning,7500,Oakford,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,227,-9.66
WA,236,Canning,7500,Oakford,14963,RANDALL,Don,7,#,LP,Liberal,513,9.66
WA,236,Canning,13962,Perth (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,38,-1.95
WA,236,Canning,13962,Perth (Canning),14963,RANDALL,Don,7,#,LP,Liberal,38,1.95
WA,236,Canning,7502,Pinjarra,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,592,-11.04
WA,236,Canning,7502,Pinjarra,14963,RANDALL,Don,7,#,LP,Liberal,1014,11.04
WA,236,Canning,34208,Prison Mobile Team 1,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,7,77.78
WA,236,Canning,34208,Prison Mobile Team 1,14963,RANDALL,Don,7,#,LP,Liberal,2,22.22
WA,236,Canning,7554,Roleystone,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1301,-4.51
WA,236,Canning,7554,Roleystone,14963,RANDALL,Don,7,#,LP,Liberal,1707,4.51
WA,236,Canning,32157,Rottnest (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,7,0
WA,236,Canning,32157,Rottnest (Canning),14963,RANDALL,Don,7,#,LP,Liberal,8,0
WA,236,Canning,7509,Serpentine,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,378,-6.55
WA,236,Canning,7509,Serpentine,14963,RANDALL,Don,7,#,LP,Liberal,723,6.55
WA,236,Canning,34078,Special Hospital Team 1,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,80,-5.34
WA,236,Canning,34078,Special Hospital Team 1,14963,RANDALL,Don,7,#,LP,Liberal,77,5.34
WA,236,Canning,34207,Special Hospital Team 2,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,32,-15.42
WA,236,Canning,34207,Special Hospital Team 2,14963,RANDALL,Don,7,#,LP,Liberal,46,15.42
WA,236,Canning,11898,Strawberry Fields,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1058,-16.55
WA,236,Canning,11898,Strawberry Fields,14963,RANDALL,Don,7,#,LP,Liberal,1204,16.55
WA,236,Canning,32460,Thornlie (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,320,-12.23
WA,236,Canning,32460,Thornlie (Canning),14963,RANDALL,Don,7,#,LP,Liberal,418,12.23
WA,236,Canning,32462,Thornlie South (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,1197,-8.5
WA,236,Canning,32462,Thornlie South (Canning),14963,RANDALL,Don,7,#,LP,Liberal,1623,8.5
WA,236,Canning,34332,Thornlie West (Canning),14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,158,-4.32
WA,236,Canning,34332,Thornlie West (Canning),14963,RANDALL,Don,7,#,LP,Liberal,176,4.32
WA,236,Canning,7512,Waroona,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,520,-4.51
WA,236,Canning,7512,Waroona,14963,RANDALL,Don,7,#,LP,Liberal,904,4.51
WA,236,Canning,7557,Westfield,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,611,-9.92
WA,236,Canning,7557,Westfield,14963,RANDALL,Don,7,#,LP,Liberal,573,9.92
WA,236,Canning,7558,Westfield South,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,809,-10.35
WA,236,Canning,7558,Westfield South,14963,RANDALL,Don,7,#,LP,Liberal,690,10.35
WA,236,Canning,7515,Yunderup,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,259,-9.89
WA,236,Canning,7515,Yunderup,14963,RANDALL,Don,7,#,LP,Liberal,647,9.89
WA,236,Canning,7516,Yunderup North,14560,HALLAHAN,Kay,1,,ALP,Australian Labor Party,127,-7
WA,236,Canning,7516,Yunderup North,14963,RANDALL,Don,7,#,LP,Liberal,203,7
WA,237,Cowan,11591,Alexander Heights,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1352,-2.83
WA,237,Cowan,11591,Alexander Heights,14967,SIMPKINS,Luke,7,,LP,Liberal,1118,2.83
WA,237,Cowan,32071,Alexander Heights West,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1017,-4.44
WA,237,Cowan,32071,Alexander Heights West,14967,SIMPKINS,Luke,7,,LP,Liberal,667,4.44
WA,237,Cowan,7564,Ballajura,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1065,-3.97
WA,237,Cowan,7564,Ballajura,14967,SIMPKINS,Luke,7,,LP,Liberal,976,3.97
WA,237,Cowan,11592,Ballajura Central,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1477,-5.5
WA,237,Cowan,11592,Ballajura Central,14967,SIMPKINS,Luke,7,,LP,Liberal,1309,5.5
WA,237,Cowan,31735,Ballajura South,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1508,-6.9
WA,237,Cowan,31735,Ballajura South,14967,SIMPKINS,Luke,7,,LP,Liberal,854,6.9
WA,237,Cowan,33068,Ballajura West,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1055,-6.03
WA,237,Cowan,33068,Ballajura West,14967,SIMPKINS,Luke,7,,LP,Liberal,1057,6.03
WA,237,Cowan,32474,Banksia Grove,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,286,-3.7
WA,237,Cowan,32474,Banksia Grove,14967,SIMPKINS,Luke,7,,LP,Liberal,236,3.7
WA,237,Cowan,8133,Camboon,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,896,-3.33
WA,237,Cowan,8133,Camboon,14967,SIMPKINS,Luke,7,,LP,Liberal,1128,3.33
WA,237,Cowan,36411,Darch,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,484,-13.32
WA,237,Cowan,36411,Darch,14967,SIMPKINS,Luke,7,,LP,Liberal,618,13.32
WA,237,Cowan,7570,Girrawheen,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1295,-5.58
WA,237,Cowan,7570,Girrawheen,14967,SIMPKINS,Luke,7,,LP,Liberal,567,5.58
WA,237,Cowan,7571,Girrawheen Central,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,392,-10.01
WA,237,Cowan,7571,Girrawheen Central,14967,SIMPKINS,Luke,7,,LP,Liberal,174,10.01
WA,237,Cowan,7572,Girrawheen East,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,943,-7.8
WA,237,Cowan,7572,Girrawheen East,14967,SIMPKINS,Luke,7,,LP,Liberal,429,7.8
WA,237,Cowan,7573,Greenwood,14558,EDWARDS,Graham,6,#,ALP,Australian Labor Party,1530,-3.82
WA,237,Cowan,7573,Greenwood,14967,SIMPKINS,Luke,7,,LP,Liberal,1666,3.82
