2004 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [12246 8/11/2005 11:09:18 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,149,Sydney,2761,Prince Alfred Hospital,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,356,10.51
NSW,149,Sydney,2762,Pyrmont,14886,SHEVERS,Michael,3,,LP,Liberal,1186,-0.3
NSW,149,Sydney,2762,Pyrmont,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1261,0.3
NSW,149,Sydney,1464,Rachel Forster Hospital,14886,SHEVERS,Michael,3,,LP,Liberal,445,1.91
NSW,149,Sydney,1464,Rachel Forster Hospital,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,988,-1.91
NSW,149,Sydney,1465,Redfern,14886,SHEVERS,Michael,3,,LP,Liberal,554,7.51
NSW,149,Sydney,1465,Redfern,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1070,-7.51
NSW,149,Sydney,2879,Redfern East,14886,SHEVERS,Michael,3,,LP,Liberal,530,5.44
NSW,149,Sydney,2879,Redfern East,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1216,-5.44
NSW,149,Sydney,1466,Rosebery,14886,SHEVERS,Michael,3,,LP,Liberal,611,0.61
NSW,149,Sydney,1466,Rosebery,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,902,-0.61
NSW,149,Sydney,2882,Roslyn Gardens,14886,SHEVERS,Michael,3,,LP,Liberal,629,-0.93
NSW,149,Sydney,2882,Roslyn Gardens,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,893,0.93
NSW,149,Sydney,2763,Rozelle,14886,SHEVERS,Michael,3,,LP,Liberal,1098,-0.56
NSW,149,Sydney,2763,Rozelle,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1960,0.56
NSW,149,Sydney,1468,South Sydney Hospital,14886,SHEVERS,Michael,3,,LP,Liberal,150,4.01
NSW,149,Sydney,1468,South Sydney Hospital,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,255,-4.01
NSW,149,Sydney,33642,Special Hospital Team 1,14886,SHEVERS,Michael,3,,LP,Liberal,35,27.88
NSW,149,Sydney,33642,Special Hospital Team 1,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,14,-27.88
NSW,149,Sydney,33966,Special Hospital Team 2,14886,SHEVERS,Michael,3,,LP,Liberal,15,-18.53
NSW,149,Sydney,33966,Special Hospital Team 2,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,45,18.53
NSW,149,Sydney,33969,Special Hospital Team 3,14886,SHEVERS,Michael,3,,LP,Liberal,29,0.42
NSW,149,Sydney,33969,Special Hospital Team 3,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,38,-0.42
NSW,149,Sydney,2886,St Vincents Hospital,14886,SHEVERS,Michael,3,,LP,Liberal,63,-5.6
NSW,149,Sydney,2886,St Vincents Hospital,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,142,5.6
NSW,149,Sydney,2887,Surry Hills,14886,SHEVERS,Michael,3,,LP,Liberal,127,-4.26
NSW,149,Sydney,2887,Surry Hills,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,446,4.26
NSW,149,Sydney,2888,Surry Hills North,14886,SHEVERS,Michael,3,,LP,Liberal,494,-4.26
NSW,149,Sydney,2888,Surry Hills North,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1293,4.26
NSW,149,Sydney,2852,Surry Hills South,14886,SHEVERS,Michael,3,,LP,Liberal,551,-2.32
NSW,149,Sydney,2852,Surry Hills South,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1494,2.32
NSW,149,Sydney,14165,Sydney (Sydney),14886,SHEVERS,Michael,3,,LP,Liberal,1479,-1.84
NSW,149,Sydney,14165,Sydney (Sydney),14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,1963,1.84
NSW,149,Sydney,2768,Toxteth,14886,SHEVERS,Michael,3,,LP,Liberal,277,-1.61
NSW,149,Sydney,2768,Toxteth,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,803,1.61
NSW,149,Sydney,2769,Ultimo,14886,SHEVERS,Michael,3,,LP,Liberal,284,-2.35
NSW,149,Sydney,2769,Ultimo,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,714,2.35
NSW,149,Sydney,1471,Waterloo,14886,SHEVERS,Michael,3,,LP,Liberal,269,4.37
NSW,149,Sydney,1471,Waterloo,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,694,-4.37
NSW,149,Sydney,2876,Woolloomooloo,14886,SHEVERS,Michael,3,,LP,Liberal,379,-2.62
NSW,149,Sydney,2876,Woolloomooloo,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,730,2.62
NSW,149,Sydney,1472,Zetland,14886,SHEVERS,Michael,3,,LP,Liberal,189,-0.76
NSW,149,Sydney,1472,Zetland,14305,PLIBERSEK,Tanya,4,#,ALP,Australian Labor Party,226,0.76
NSW,150,Throsby,32916,Albion Park,14800,NELSON,Linda,1,,LP,Liberal,733,-0.5
NSW,150,Throsby,32916,Albion Park,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,941,0.5
NSW,150,Throsby,2774,Albion Park Rail,14800,NELSON,Linda,1,,LP,Liberal,1243,-1.39
NSW,150,Throsby,2774,Albion Park Rail,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,2134,1.39
NSW,150,Throsby,2773,Albion Park South,14800,NELSON,Linda,1,,LP,Liberal,910,-5.46
NSW,150,Throsby,2773,Albion Park South,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1399,5.46
NSW,150,Throsby,11921,Barrack Heights,14800,NELSON,Linda,1,,LP,Liberal,353,-0.54
NSW,150,Throsby,11921,Barrack Heights,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,904,0.54
NSW,150,Throsby,535,Berkeley,14800,NELSON,Linda,1,,LP,Liberal,498,0.92
NSW,150,Throsby,535,Berkeley,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1509,-0.92
NSW,150,Throsby,536,Berkeley South,14800,NELSON,Linda,1,,LP,Liberal,168,0.76
NSW,150,Throsby,536,Berkeley South,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,487,-0.76
NSW,150,Throsby,537,Berkeley West,14800,NELSON,Linda,1,,LP,Liberal,456,3.95
NSW,150,Throsby,537,Berkeley West,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1239,-3.95
NSW,150,Throsby,32673,Blackbutt,14800,NELSON,Linda,1,,LP,Liberal,732,0.51
NSW,150,Throsby,32673,Blackbutt,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1146,-0.51
NSW,150,Throsby,538,Brownsville,14800,NELSON,Linda,1,,LP,Liberal,513,-3.79
NSW,150,Throsby,538,Brownsville,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,844,3.79
NSW,150,Throsby,540,Cringila,14800,NELSON,Linda,1,,LP,Liberal,175,0.07
NSW,150,Throsby,540,Cringila,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,979,-0.07
NSW,150,Throsby,541,Dapto,14800,NELSON,Linda,1,,LP,Liberal,949,-1.33
NSW,150,Throsby,541,Dapto,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1703,1.33
NSW,150,Throsby,561,Farmborough Road,14800,NELSON,Linda,1,,LP,Liberal,1127,-1.53
NSW,150,Throsby,561,Farmborough Road,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1910,1.53
NSW,150,Throsby,545,Hayes Park,14800,NELSON,Linda,1,,LP,Liberal,998,-2.34
NSW,150,Throsby,545,Hayes Park,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1497,2.34
NSW,150,Throsby,549,Koonawarra,14800,NELSON,Linda,1,,LP,Liberal,611,1.21
NSW,150,Throsby,549,Koonawarra,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1598,-1.21
NSW,150,Throsby,550,Lake Heights,14800,NELSON,Linda,1,,LP,Liberal,380,0.51
NSW,150,Throsby,550,Lake Heights,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,886,-0.51
NSW,150,Throsby,2793,Lake Illawarra,14800,NELSON,Linda,1,,LP,Liberal,492,-2.25
NSW,150,Throsby,2793,Lake Illawarra,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,991,2.25
NSW,150,Throsby,2794,Lakelands,14800,NELSON,Linda,1,,LP,Liberal,523,0.04
NSW,150,Throsby,2794,Lakelands,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1030,-0.04
NSW,150,Throsby,2802,Mount Brown,14800,NELSON,Linda,1,,LP,Liberal,740,0.97
NSW,150,Throsby,2802,Mount Brown,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1086,-0.97
NSW,150,Throsby,32671,Mount Terry,14800,NELSON,Linda,1,,LP,Liberal,906,0.27
NSW,150,Throsby,32671,Mount Terry,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1285,-0.27
NSW,150,Throsby,2803,Mount Warrigal,14800,NELSON,Linda,1,,LP,Liberal,630,-2.01
NSW,150,Throsby,2803,Mount Warrigal,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1446,2.01
NSW,150,Throsby,2804,Oak Flats,14800,NELSON,Linda,1,,LP,Liberal,1025,-3.2
NSW,150,Throsby,2804,Oak Flats,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1836,3.2
NSW,150,Throsby,31451,Oak Flats East,14800,NELSON,Linda,1,,LP,Liberal,437,2.84
NSW,150,Throsby,31451,Oak Flats East,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,753,-2.84
NSW,150,Throsby,556,Port Kembla,14800,NELSON,Linda,1,,LP,Liberal,210,1.08
NSW,150,Throsby,556,Port Kembla,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,604,-1.08
NSW,150,Throsby,557,Port Kembla Central,14800,NELSON,Linda,1,,LP,Liberal,365,2.05
NSW,150,Throsby,557,Port Kembla Central,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1130,-2.05
NSW,150,Throsby,559,Primbee,14800,NELSON,Linda,1,,LP,Liberal,311,-2.68
NSW,150,Throsby,559,Primbee,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,707,2.68
NSW,150,Throsby,34345,Shell Cove,14800,NELSON,Linda,1,,LP,Liberal,883,-1.53
NSW,150,Throsby,34345,Shell Cove,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1295,1.53
NSW,150,Throsby,2806,Shellharbour,14800,NELSON,Linda,1,,LP,Liberal,1001,1.41
NSW,150,Throsby,2806,Shellharbour,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1295,-1.41
NSW,150,Throsby,33615,Special Hospital Team 1,14800,NELSON,Linda,1,,LP,Liberal,25,2.37
NSW,150,Throsby,33615,Special Hospital Team 1,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,47,-2.37
NSW,150,Throsby,14170,Sydney (Throsby),14800,NELSON,Linda,1,,LP,Liberal,15,1.72
NSW,150,Throsby,14170,Sydney (Throsby),14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,34,-1.72
NSW,150,Throsby,11923,Unanderra (Throsby),14800,NELSON,Linda,1,,LP,Liberal,815,-0.49
NSW,150,Throsby,11923,Unanderra (Throsby),14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1518,0.49
NSW,150,Throsby,2808,Warilla,14800,NELSON,Linda,1,,LP,Liberal,250,0.5
NSW,150,Throsby,2808,Warilla,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,609,-0.5
NSW,150,Throsby,11500,Warilla East,14800,NELSON,Linda,1,,LP,Liberal,647,1.78
NSW,150,Throsby,11500,Warilla East,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1071,-1.78
NSW,150,Throsby,2810,Warilla North,14800,NELSON,Linda,1,,LP,Liberal,422,0.36
NSW,150,Throsby,2810,Warilla North,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1334,-0.36
NSW,150,Throsby,2809,Warilla South,14800,NELSON,Linda,1,,LP,Liberal,726,-1.79
NSW,150,Throsby,2809,Warilla South,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1453,1.79
NSW,150,Throsby,562,Warrawong,14800,NELSON,Linda,1,,LP,Liberal,388,2.22
NSW,150,Throsby,562,Warrawong,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1215,-2.22
NSW,150,Throsby,563,Warrawong Central,14800,NELSON,Linda,1,,LP,Liberal,387,3.18
NSW,150,Throsby,563,Warrawong Central,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1081,-3.18
NSW,150,Throsby,31450,West Dapto,14800,NELSON,Linda,1,,LP,Liberal,1248,1.87
NSW,150,Throsby,31450,West Dapto,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,1903,-1.87
NSW,150,Throsby,564,Windang,14800,NELSON,Linda,1,,LP,Liberal,473,-0.79
NSW,150,Throsby,564,Windang,14326,GEORGE,Jennie,4,#,ALP,Australian Labor Party,910,0.79
NSW,151,Warringah,2819,Allambie,14833,ABBOTT,Tony,6,#,LP,Liberal,305,0.1
NSW,151,Warringah,2819,Allambie,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,246,-0.1
NSW,151,Warringah,2820,Allambie Heights,14833,ABBOTT,Tony,6,#,LP,Liberal,1823,-0.31
NSW,151,Warringah,2820,Allambie Heights,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1173,0.31
NSW,151,Warringah,2821,Balgowlah,14833,ABBOTT,Tony,6,#,LP,Liberal,642,-4.56
NSW,151,Warringah,2821,Balgowlah,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,421,4.56
NSW,151,Warringah,2822,Balgowlah Heights,14833,ABBOTT,Tony,6,#,LP,Liberal,1583,-4.46
NSW,151,Warringah,2822,Balgowlah Heights,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,721,4.46
NSW,151,Warringah,32885,Balmoral,14833,ABBOTT,Tony,6,#,LP,Liberal,484,-5.84
NSW,151,Warringah,32885,Balmoral,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,255,5.84
NSW,151,Warringah,2826,Beacon Hill (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,687,0.59
NSW,151,Warringah,2826,Beacon Hill (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,388,-0.59
NSW,151,Warringah,2824,Beauty Point,14833,ABBOTT,Tony,6,#,LP,Liberal,822,-2.02
NSW,151,Warringah,2824,Beauty Point,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,345,2.02
NSW,151,Warringah,2825,Brookvale,14833,ABBOTT,Tony,6,#,LP,Liberal,875,-0.68
NSW,151,Warringah,2825,Brookvale,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,612,0.68
NSW,151,Warringah,31679,Cremorne South (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,95,-9.69
NSW,151,Warringah,31679,Cremorne South (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,72,9.69
NSW,151,Warringah,2828,Curl Curl,14833,ABBOTT,Tony,6,#,LP,Liberal,1371,-0.51
NSW,151,Warringah,2828,Curl Curl,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1074,0.51
NSW,151,Warringah,33696,Dee Why (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,234,3.94
NSW,151,Warringah,33696,Dee Why (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,168,-3.94
NSW,151,Warringah,11988,Dee Why Central (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,816,1.14
NSW,151,Warringah,11988,Dee Why Central (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,730,-1.14
NSW,151,Warringah,11965,Dee Why East,14833,ABBOTT,Tony,6,#,LP,Liberal,1066,-2.44
NSW,151,Warringah,11965,Dee Why East,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,821,2.44
NSW,151,Warringah,2829,Fairlight,14833,ABBOTT,Tony,6,#,LP,Liberal,780,-4.39
NSW,151,Warringah,2829,Fairlight,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,552,4.39
NSW,151,Warringah,190,Forestville,14833,ABBOTT,Tony,6,#,LP,Liberal,2099,-1.81
NSW,151,Warringah,190,Forestville,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1217,1.81
NSW,151,Warringah,191,Forestville East,14833,ABBOTT,Tony,6,#,LP,Liberal,664,0.1
NSW,151,Warringah,191,Forestville East,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,355,-0.1
NSW,151,Warringah,11989,Frenchs Forest (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,769,-2.22
NSW,151,Warringah,11989,Frenchs Forest (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,403,2.22
NSW,151,Warringah,2830,Freshwater,14833,ABBOTT,Tony,6,#,LP,Liberal,530,-2.81
NSW,151,Warringah,2830,Freshwater,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,364,2.81
NSW,151,Warringah,2831,Harbord,14833,ABBOTT,Tony,6,#,LP,Liberal,1383,1.08
NSW,151,Warringah,2831,Harbord,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1050,-1.08
NSW,151,Warringah,200,Killarney Heights,14833,ABBOTT,Tony,6,#,LP,Liberal,1183,1.4
NSW,151,Warringah,200,Killarney Heights,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,528,-1.4
NSW,151,Warringah,2832,Manly,14833,ABBOTT,Tony,6,#,LP,Liberal,1758,-1.47
NSW,151,Warringah,2832,Manly,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1531,1.47
NSW,151,Warringah,2833,Manly Central,14833,ABBOTT,Tony,6,#,LP,Liberal,504,-5.05
NSW,151,Warringah,2833,Manly Central,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,452,5.05
NSW,151,Warringah,2834,Manly Hospital,14833,ABBOTT,Tony,6,#,LP,Liberal,244,-6.32
NSW,151,Warringah,2834,Manly Hospital,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,174,6.32
NSW,151,Warringah,2835,Manly Vale,14833,ABBOTT,Tony,6,#,LP,Liberal,1159,-1.48
NSW,151,Warringah,2835,Manly Vale,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1029,1.48
NSW,151,Warringah,2836,Manly West,14833,ABBOTT,Tony,6,#,LP,Liberal,1386,-1.26
NSW,151,Warringah,2836,Manly West,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1159,1.26
NSW,151,Warringah,2837,Middle Harbour (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,906,-6.1
NSW,151,Warringah,2837,Middle Harbour (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,506,6.1
NSW,151,Warringah,2838,Mosman,14833,ABBOTT,Tony,6,#,LP,Liberal,2736,-5.54
NSW,151,Warringah,2838,Mosman,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,1650,5.54
NSW,151,Warringah,2839,Mosman Bay,14833,ABBOTT,Tony,6,#,LP,Liberal,1490,-5.21
NSW,151,Warringah,2839,Mosman Bay,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,850,5.21
NSW,151,Warringah,2840,Mosman West,14833,ABBOTT,Tony,6,#,LP,Liberal,352,-6.76
NSW,151,Warringah,2840,Mosman West,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,239,6.76
NSW,151,Warringah,2841,North Balgowlah,14833,ABBOTT,Tony,6,#,LP,Liberal,1038,0.43
NSW,151,Warringah,2841,North Balgowlah,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,714,-0.43
NSW,151,Warringah,2842,North Manly,14833,ABBOTT,Tony,6,#,LP,Liberal,549,-2.28
NSW,151,Warringah,2842,North Manly,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,388,2.28
NSW,151,Warringah,2843,Queenscliff,14833,ABBOTT,Tony,6,#,LP,Liberal,947,-3.06
NSW,151,Warringah,2843,Queenscliff,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,762,3.06
NSW,151,Warringah,2844,Seaforth,14833,ABBOTT,Tony,6,#,LP,Liberal,1507,-3.07
NSW,151,Warringah,2844,Seaforth,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,892,3.07
NSW,151,Warringah,2845,Seaforth East,14833,ABBOTT,Tony,6,#,LP,Liberal,1234,-5.23
NSW,151,Warringah,2845,Seaforth East,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,664,5.23
NSW,151,Warringah,33633,Special Hospital Team 1,14833,ABBOTT,Tony,6,#,LP,Liberal,44,7.69
NSW,151,Warringah,33633,Special Hospital Team 1,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,11,-7.69
NSW,151,Warringah,33694,Special Hospital Team 2,14833,ABBOTT,Tony,6,#,LP,Liberal,31,5.16
NSW,151,Warringah,33694,Special Hospital Team 2,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,9,-5.16
NSW,151,Warringah,33695,Special Hospital Team 3,14833,ABBOTT,Tony,6,#,LP,Liberal,35,9.78
NSW,151,Warringah,33695,Special Hospital Team 3,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,8,-9.78
NSW,151,Warringah,2846,Spit Junction,14833,ABBOTT,Tony,6,#,LP,Liberal,873,-5
NSW,151,Warringah,2846,Spit Junction,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,533,5
NSW,151,Warringah,31263,Sydney (Warringah),14833,ABBOTT,Tony,6,#,LP,Liberal,50,3.33
NSW,151,Warringah,31263,Sydney (Warringah),14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,43,-3.33
NSW,151,Warringah,2847,Wingala,14833,ABBOTT,Tony,6,#,LP,Liberal,1253,-0.93
NSW,151,Warringah,2847,Wingala,14335,BEATTIE,Linda,10,,ALP,Australian Labor Party,995,0.93
NSW,251,Watson,2643,Bardwell Park,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,551,2.32
NSW,251,Watson,2643,Bardwell Park,14809,TOPOLSKI,Keith,7,,LP,Liberal,469,-2.32
NSW,251,Watson,989,Belmore Central,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,849,1.08
NSW,251,Watson,989,Belmore Central,14809,TOPOLSKI,Keith,7,,LP,Liberal,267,-1.08
NSW,251,Watson,990,Belmore North,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1675,-7.08
NSW,251,Watson,990,Belmore North,14809,TOPOLSKI,Keith,7,,LP,Liberal,672,7.08
NSW,251,Watson,2644,Belmore South,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1681,-0.83
NSW,251,Watson,2644,Belmore South,14809,TOPOLSKI,Keith,7,,LP,Liberal,660,0.83
NSW,251,Watson,2645,Beverly Hills,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,656,3.15
NSW,251,Watson,2645,Beverly Hills,14809,TOPOLSKI,Keith,7,,LP,Liberal,455,-3.15
NSW,251,Watson,2646,Beverly Hills South (Watson),14342,BURKE,Tony,1,#,ALP,Australian Labor Party,466,-3.54
NSW,251,Watson,2646,Beverly Hills South (Watson),14809,TOPOLSKI,Keith,7,,LP,Liberal,338,3.54
NSW,251,Watson,2649,Bexley North,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,622,0.51
NSW,251,Watson,2649,Bexley North,14809,TOPOLSKI,Keith,7,,LP,Liberal,466,-0.51
NSW,251,Watson,2650,Bexley West,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1088,-2.62
NSW,251,Watson,2650,Bexley West,14809,TOPOLSKI,Keith,7,,LP,Liberal,813,2.62
NSW,251,Watson,991,Campsie,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1936,-6.35
NSW,251,Watson,991,Campsie,14809,TOPOLSKI,Keith,7,,LP,Liberal,471,6.35
NSW,251,Watson,992,Campsie South,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,843,-10.36
NSW,251,Watson,992,Campsie South,14809,TOPOLSKI,Keith,7,,LP,Liberal,407,10.36
NSW,251,Watson,993,Canterbury,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,581,2.54
NSW,251,Watson,993,Canterbury,14809,TOPOLSKI,Keith,7,,LP,Liberal,210,-2.54
NSW,251,Watson,994,Canterbury Hospital,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,446,-0.42
NSW,251,Watson,994,Canterbury Hospital,14809,TOPOLSKI,Keith,7,,LP,Liberal,172,0.42
NSW,251,Watson,2652,Canterbury South,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,854,-5.6
NSW,251,Watson,2652,Canterbury South,14809,TOPOLSKI,Keith,7,,LP,Liberal,349,5.6
NSW,251,Watson,2655,Carlton West,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,218,-2.47
NSW,251,Watson,2655,Carlton West,14809,TOPOLSKI,Keith,7,,LP,Liberal,130,2.47
NSW,251,Watson,2656,Clemton Park,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,2200,0.25
NSW,251,Watson,2656,Clemton Park,14809,TOPOLSKI,Keith,7,,LP,Liberal,1168,-0.25
NSW,251,Watson,998,Croydon Park Central,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1204,-4.15
NSW,251,Watson,998,Croydon Park Central,14809,TOPOLSKI,Keith,7,,LP,Liberal,818,4.15
NSW,251,Watson,2659,Earlwood,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,591,-1.18
NSW,251,Watson,2659,Earlwood,14809,TOPOLSKI,Keith,7,,LP,Liberal,361,1.18
NSW,251,Watson,2660,Earlwood North,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,976,-2.22
NSW,251,Watson,2660,Earlwood North,14809,TOPOLSKI,Keith,7,,LP,Liberal,736,2.22
NSW,251,Watson,2661,Earlwood South,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1642,-1.32
NSW,251,Watson,2661,Earlwood South,14809,TOPOLSKI,Keith,7,,LP,Liberal,902,1.32
NSW,251,Watson,2662,Gilchrist Park,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,628,-0.38
NSW,251,Watson,2662,Gilchrist Park,14809,TOPOLSKI,Keith,7,,LP,Liberal,453,0.38
NSW,251,Watson,1001,Harcourt,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,2101,-2.72
NSW,251,Watson,1001,Harcourt,14809,TOPOLSKI,Keith,7,,LP,Liberal,875,2.72
NSW,251,Watson,1002,Harcourt Central,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,932,-4.03
NSW,251,Watson,1002,Harcourt Central,14809,TOPOLSKI,Keith,7,,LP,Liberal,310,4.03
NSW,251,Watson,1003,Harcourt North,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,469,-8.66
NSW,251,Watson,1003,Harcourt North,14809,TOPOLSKI,Keith,7,,LP,Liberal,329,8.66
NSW,251,Watson,2663,Hurstville,14342,BURKE,Tony,1,#,ALP,Australian Labor Party,1481,-0.63
NSW,251,Watson,2663,Hurstville,14809,TOPOLSKI,Keith,7,,LP,Liberal,734,0.63
